Prompt,gif_path,Geometry Rating,Prompt Adherence Rating
A cowboy crocodile wearing a cowboy hat,GIFs/output-2537.gif,1,2
a tall muscular man wearing tight fitting shorts,GIFs/output-2538.gif,2,3
A low poly stylized red panda with a long striped tail,GIFs/output-2539.gif,2,3
A skeleton warrior,GIFs/output-2540.gif,2,3
"A cool anime swordsman with spiky hair and a long, flowing coat.",GIFs/output-2541.gif,2,2
"A bubbly cartoon mermaid with colorful fins and long, flowing hair.",GIFs/output-2542.gif,1,1
"a young man with a side swept hair style, wearing tight athletic shorts and a sleeveless top",GIFs/output-2543.gif,3,3
"A cheerful young witch with a pointy hat, and long black robe",GIFs/output-2544.gif,2,3
A mafia boss,GIFs/output-2545.gif,2,3
an evil robot with a shiny metal body and screen for a face,GIFs/output-2546.gif,3,3
"cheerful young fairy with large, shimmering butterfly wings",GIFs/output-2547.gif,2,3
A brave knight wearing ornate steel armor and a helmet,GIFs/output-2548.gif,3,3
A cute mouse gladiator,GIFs/output-2549.gif,2,3
A future soldier in sleek armor.,GIFs/output-2550.gif,3,3
Simple shovel,GIFs/output-2551.gif,2,3
A stern-faced judge wearing a layered robe.,GIFs/output-2552.gif,1,2
A monk,GIFs/output-2553.gif,2,2
"A shovel with a cylindrical wooden handle, a horizontal grip at the top, and a pointed, rounded triangular metallic blade with a central ridge. The blade connects to the handle via a cylindrical metallic sheath.",GIFs/output-2554.gif,2,3
"A grizzled, post-apocalyptic scavenger wearing a patched-up trench coat and a gas mask",GIFs/output-2555.gif,2,3
Shovel with wooden handle and metallic blade.,GIFs/output-2556.gif,3,3
"Shovel with cylindrical wooden handle, top grip, pointed triangular metal blade.",GIFs/output-2557.gif,2,3
1/2 human 1/2 dog,GIFs/output-2558.gif,1,1
Pink city bus.,GIFs/output-2559.gif,2,3
"A weathered, off-white rectangular pedestal bathroom sink with sloped sides and a square drain, featuring brownish stains, a metallic faucet with cylindrical handles and rectangular spout, and an overall rough, aged appearance.",GIFs/output-2560.gif,3,3
"A stylized, pink cartoon city bus with rounded edges, large blue-tinted windows, white ""CITY BUS"" text, wavy stripes, small black wheels, and minor details such as headlights, taillights, and roof ridges.",GIFs/output-2561.gif,3,3
a anime purple dagger with high detail and a jagged blade,GIFs/output-2562.gif,3,3
"spaceship freighter, sci-fi, custom model, green and white",GIFs/output-2563.gif,3,3
"A pink cartoon city bus with rounded edges, blue windows, and minor details.",GIFs/output-2564.gif,3,3
"Rectangular pedestal sink with sloped sides, square drain, brown stains, metallic faucet and aged appearance.",GIFs/output-2565.gif,3,3
"Weathered sink with sloped sides, rectangular spout, and stained drain.",GIFs/output-2566.gif,3,3
Sink with stain.,GIFs/output-2567.gif,3,3
Pink bus with distinct blue-tinted windows.,GIFs/output-2568.gif,2,3
a midcentury couch with clean lines and velvet material,GIFs/output-2569.gif,3,3
cartoon present box with red ribbon,GIFs/output-2570.gif,3,3
A lathe,GIFs/output-2571.gif,1,2
A tiny car with giant wheels,GIFs/output-2572.gif,2,3
realistic musical keyboard,GIFs/output-2573.gif,3,3
rusty medival greatsword,GIFs/output-2574.gif,3,3
an armored war minotaur with full black armor,GIFs/output-2575.gif,3,3
a white fox with wings,GIFs/output-2576.gif,3,3
A hydra with five snake-like heads,GIFs/output-2577.gif,2,3
realistic statue of holy angel,GIFs/output-2578.gif,2,3
Fire hydrant,GIFs/output-2579.gif,3,3
wooden barrel,GIFs/output-2580.gif,3,3
Birthday cake,GIFs/output-2581.gif,2,2
Vintage heart-shaped key,GIFs/output-2582.gif,3,2
Jetski,GIFs/output-2583.gif,2,3
A short oak tree with a thick trunk,GIFs/output-2584.gif,2,3
Double decker bus,GIFs/output-2585.gif,2,3
"Bipedal battle mech with thick armor plating, a cannon on its right arm, and a rocket pod",GIFs/output-2586.gif,2,3
A chair with a rocking base,GIFs/output-2587.gif,3,3
Blocky simple cheeseburger,GIFs/output-2588.gif,3,3
An armored war minotaur with full black armor and some warcraft fabrics and no weapon,GIFs/output-2589.gif,2,3
Dark fantasy style knight helmet,GIFs/output-2590.gif,2,3
Pig in suit wearing sunglasses,GIFs/output-2591.gif,1,2
A fast car with rear-end spoiler,GIFs/output-2592.gif,2,3
A cartoon style alien,GIFs/output-2593.gif,2,2
Carnivorous plant,GIFs/output-2594.gif,1,2
A pirate queen,GIFs/output-2595.gif,2,3
A large standing bear with big claws,GIFs/output-2596.gif,3,3
a unicorn with a rainbow mane and tail,GIFs/output-2597.gif,2,3
a red buggy with knobby tires,GIFs/output-2598.gif,2,2
a green crystal blade fantasy sword with gold accents,GIFs/output-2599.gif,3,3
"A sleek modern snowmobile with a streamlined design, featuring a glossy black and red body, skis in the front, and a continuous track at the rear.",GIFs/output-2600.gif,2,3
a cartoon whale,GIFs/output-2601.gif,2,3
"A traditional Japanese market stall with a wooden frame, a thatched roof, and shelves displaying an assortment of colorful goods and wares.",GIFs/output-2602.gif,2,2
a brown moto leather jacket,GIFs/output-2603.gif,2,3
"A tall, multi-tiered pagoda with a square base, curved roofs on each tier, and intricate wooden details, painted in red and black with snow-covered edges.",GIFs/output-2604.gif,2,3
"A cute cartoonish stylized Godzilla with exagerated features such as large eyes, a rounded body small arms and playful expression.",GIFs/output-2605.gif,2,2
A sleek red fox with a bushy tail and pointed ears.,GIFs/output-2606.gif,3,3
a vintage green couch with clean lines and velvet material,GIFs/output-2607.gif,3,3
"A medium-sized Japanese maple tree with a twisting trunk, vibrant red leaves, and a graceful branching structure, providing shade and beauty.",GIFs/output-2608.gif,2,3
"A brown horse with a shiny coat, a long black mane, and a tail. It is standing upright with its legs slightly apart.",GIFs/output-2609.gif,2,3
"A classical wooden bookshelf with intricate carved details on its edges, a rich dark brown finish, and multiple evenly spaced shelves for books and decorative items.",GIFs/output-2610.gif,3,3
"a traditional Roman stone building with large rectangular columns, intricate carvings, and a triangular pediment at the top.",GIFs/output-2611.gif,2,3
"A colorful glass cake display featuring exaggerated cartoony desserts like oversized cupcakes and bright, multi-layered cakes.",GIFs/output-2612.gif,2,3
"A large triangular tent made of beige fabric, supported by wooden poles and ropes.",GIFs/output-2613.gif,2,3
"a circular stone fountain with a central sculpted statue, water flowing from multiple spouts, and a shallow pool at the base.",GIFs/output-2614.gif,2,2
"a wooden cart with two large wheels and a flatbed, loaded with sacks of grain and other goods, ideal for transporting items.",GIFs/output-2615.gif,2,3
"A tall desert palm tree with a straight, textured trunk and a crown of long, arching green fronds, providing shade in the desert.",GIFs/output-2616.gif,1,3
"A small traditional Japanese wooden house with a sloped roof, sliding doors, and simple yet elegant architectural details, embodying a rustic charm.",GIFs/output-2617.gif,3,3
"A tall wooden watchtower with a square base, a platform at the top, and a roof supported by wooden beams.",GIFs/output-2618.gif,3,3
